P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
b,c,e,d,d,d,c,d,b,d,e,c,d,c,b,c,c,d,c,b,Gestión y Dirección,5
c,d,a,c,c,c,b,c,e,b,c,d,b,b,e,d,d,a,b,c,Ingeniería Mecatrónica,4
a,a,a,d,b,b,e,d,b,c,d,b,d,d,d,b,d,b,d,a,Ingeniería de Software,4
d,d,d,d,a,d,a,d,d,d,d,d,d,d,a,a,d,d,a,d,Contaduría,5
a,a,b,d,d,a,c,d,a,d,e,b,a,b,d,a,a,a,e,d,Ingeniería Mecánica Eléctrica,5
a,b,a,e,b,d,b,e,d,b,b,d,b,d,d,b,d,b,d,d,Ingeniería Civil,4
d,d,a,d,c,a,b,d,a,d,e,a,d,a,b,c,a,b,e,a,Ingeniería Mecatrónica,5
a,a,a,a,d,a,a,d,a,d,a,a,a,a,d,d,a,b,d,a,Ingeniería de Software,5
b,e,e,e,e,d,d,d,d,c,d,d,d,b,d,c,e,e,c,d,Ingeniería Industrial,5
c,e,d,b,c,d,c,b,a,d,b,d,d,b,b,d,d,d,c,b,Administración,5
e,c,c,e,d,b,a,e,e,e,c,c,b,e,b,e,e,a,e,b,Gestión y Dirección,4
b,c,d,e,d,a,a,a,c,d,d,d,a,d,e,a,d,d,a,d,Administración,5
a,a,b,a,d,a,d,d,a,a,d,d,a,a,d,a,a,d,e,d,Administración,5
b,b,d,b,c,d,b,e,b,e,d,d,d,d,a,d,d,e,d,b,Ingeniería Civil,5
d,c,d,b,d,e,e,a,b,a,a,b,d,c,a,d,b,d,d,d,Gestión y Dirección,4
e,b,e,d,d,e,e,d,b,d,a,d,e,b,d,e,d,e,d,a,Ingeniería Civil,5
a,c,c,d,d,d,d,a,d,a,a,b,a,a,d,a,a,c,d,a,Administración,5
e,e,d,d,d,d,e,a,b,d,d,c,a,d,d,d,c,c,a,b,Ingeniería Industrial,4
d,d,b,d,d,d,d,b,a,d,d,d,b,d,d,d,d,a,b,d,Ingeniería Mecánica Eléctrica,5
b,d,d,a,b,e,e,e,d,c,b,a,d,c,d,b,d,a,d,d,Contaduría,5
b,d,b,e,a,b,d,d,b,d,d,d,d,d,c,d,c,c,c,b,Contaduría,5
c,a,b,a,d,e,d,d,d,a,d,b,a,d,a,a,a,a,a,d,Ingeniería de Software,5
a,a,d,d,a,a,d,a,a,a,a,a,a,d,d,a,a,c,a,a,Contaduría,5
d,d,e,b,d,d,a,b,c,a,e,b,e,c,d,d,d,c,d,d,Gestión y Dirección,5
c,e,b,e,b,b,b,b,e,b,c,e,e,b,a,c,e,c,e,e,Ingeniería Industrial,5
d,c,e,e,b,c,b,c,e,b,b,e,b,d,b,e,c,a,b,d,Contaduría,5
d,b,d,d,e,b,d,d,c,c,c,d,c,d,b,d,c,b,d,b,Administración,5
e,e,d,e,b,c,d,c,e,b,c,c,b,e,b,e,e,e,c,c,Ingeniería Industrial,5
d,a,a,b,b,b,a,d,d,a,c,b,d,a,d,d,d,b,b,d,Ingeniería Mecatrónica,5
e,e,e,e,b,c,c,d,b,c,e,b,b,e,a,e,e,d,b,e,Gestión y Dirección,4
d,d,a,e,d,d,c,b,a,c,c,a,d,d,e,c,c,d,d,d,Ingeniería de Software,5
d,d,b,d,d,d,d,a,d,a,d,d,a,c,d,d,e,d,a,a,Gestión y Dirección,4
d,b,b,d,d,d,b,d,d,a,d,d,d,b,c,d,e,d,a,d,Ingeniería Mecatrónica,5
a,a,e,d,c,a,d,b,d,e,b,d,e,b,d,b,a,d,b,d,Ingeniería Industrial,5
a,d,b,a,d,a,e,a,d,c,d,a,c,a,d,e,a,b,e,a,Ingeniería Mecatrónica,4
b,b,d,b,d,e,e,e,c,d,c,c,a,c,c,c,b,e,a,b,Ingeniería Industrial,5
a,d,a,b,d,c,a,d,d,d,d,b,d,a,b,d,d,d,d,d,Ingeniería Mecatrónica,5
d,c,d,b,d,d,d,d,b,c,d,c,d,d,d,c,d,d,d,b,Ingeniería Industrial,5
a,d,d,d,d,d,d,d,d,d,a,d,a,a,d,a,a,d,e,d,Contaduría,5
c,d,b,b,c,d,e,c,e,b,c,e,c,e,e,e,c,b,c,d,Ingeniería Mecánica Eléctrica,5
e,e,d,c,c,c,b,b,e,b,b,c,b,b,c,b,e,e,b,c,Gestión y Dirección,5
d,a,e,d,d,e,d,d,a,d,d,a,d,d,a,d,b,b,b,d,Contaduría,4
d,a,e,d,a,a,d,a,a,d,a,b,d,d,d,a,d,d,d,a,Ingeniería Civil,5
d,d,e,e,d,c,a,b,b,d,d,c,e,c,a,c,b,d,d,b,Ingeniería Industrial,5
b,d,b,d,b,d,e,d,d,b,b,d,b,d,a,b,d,b,b,e,Ingeniería de Software,5
c,c,a,b,b,b,b,e,e,b,e,d,b,b,e,c,c,b,b,d,Ingeniería de Software,4
d,d,d,d,d,a,e,a,d,a,d,d,a,a,d,a,d,d,a,d,Ingeniería Civil,5
d,c,d,e,e,d,d,d,d,e,d,c,a,d,d,c,d,d,d,b,Ingeniería Industrial,5
a,c,d,d,e,d,b,d,d,d,e,a,d,c,d,d,b,a,d,a,Contaduría,5
d,d,b,c,d,b,a,b,b,d,d,d,d,b,a,d,d,a,d,c,Ingeniería Civil,4
b,d,e,d,d,d,d,d,d,a,d,b,d,c,d,d,b,d,e,d,Gestión y Dirección,5
a,a,a,a,a,d,d,a,a,d,a,a,d,a,a,a,a,a,a,a,Ingeniería de Software,5
d,a,a,b,b,d,b,e,d,e,d,d,c,a,b,c,d,a,b,d,Ingeniería de Software,5
c,d,c,d,d,d,e,b,b,d,d,b,a,c,d,d,c,e,a,d,Contaduría,5
c,e,e,b,d,d,d,d,c,e,a,c,d,b,d,d,c,e,e,b,Ingeniería Industrial,5
c,c,d,d,d,d,e,a,d,b,e,d,c,b,b,d,c,a,d,d,Contaduría,5
b,e,e,b,d,d,e,d,c,d,e,a,d,e,e,d,b,e,e,a,Contaduría,4
b,d,e,a,a,a,d,d,d,d,d,d,a,b,d,d,d,e,a,a,Ingeniería Industrial,5
d,d,b,d,d,d,b,d,d,e,a,a,c,d,d,a,d,d,d,a,Ingeniería Mecatrónica,5
b,b,e,e,e,d,d,e,c,d,c,c,b,b,d,e,c,c,d,b,Ingeniería Industrial,5
d,d,d,e,d,d,d,d,b,d,d,e,d,c,b,d,b,d,e,d,Gestión y Dirección,4
d,c,b,b,d,b,e,d,b,e,c,d,d,a,b,e,d,a,c,d,Ingeniería de Software,5
a,a,c,a,a,a,a,a,d,a,a,b,a,a,b,a,a,d,a,d,Ingeniería de Software,5
b,b,d,b,c,d,a,e,c,e,b,d,b,b,e,e,e,c,b,e,Contaduría,5
d,a,d,a,d,d,a,d,d,a,a,d,e,d,a,e,d,d,d,a,Ingeniería Mecánica Eléctrica,5
c,b,b,b,c,b,b,c,c,b,d,d,b,e,c,b,e,b,c,b,Ingeniería de Software,5
b,d,d,a,d,d,d,d,b,d,d,d,d,b,d,d,d,e,a,b,Ingeniería Industrial,5
b,d,d,b,d,c,d,d,d,d,e,e,d,a,b,d,c,e,d,d,Gestión y Dirección,5
b,b,b,d,b,b,b,b,d,c,b,d,b,b,b,e,b,a,c,e,Ingeniería Mecatrónica,5
d,c,b,d,a,b,d,e,d,a,d,e,d,c,a,a,e,e,e,d,Ingeniería Civil,5
b,b,d,a,d,d,d,d,d,e,d,d,d,d,d,d,d,d,d,e,Administración,5
d,d,b,b,b,d,e,b,c,b,c,d,e,d,e,c,c,b,c,e,Administración,5
d,e,d,a,e,a,d,a,d,d,d,a,d,d,d,d,b,a,e,a,Contaduría,5
b,b,a,b,c,d,b,c,b,d,c,a,b,b,e,c,d,d,b,d,Ingeniería Mecatrónica,5
e,e,e,c,b,c,a,b,e,b,b,e,b,e,e,b,e,c,b,c,Ingeniería Industrial,5
b,d,d,e,a,d,d,d,b,e,a,d,a,d,e,d,d,d,a,e,Ingeniería Civil,5
d,b,a,e,e,d,b,e,d,d,c,a,c,d,b,d,b,d,b,d,Ingeniería de Software,4
d,e,b,e,b,c,b,c,b,b,c,b,b,b,c,b,b,b,d,b,Ingeniería de Software,5
a,a,a,d,e,d,b,d,a,e,b,a,c,d,d,d,a,b,b,a,Ingeniería de Software,5
b,a,b,d,a,b,a,e,b,c,d,e,d,d,a,d,d,c,b,d,Administración,4
a,d,b,d,d,a,d,d,a,d,a,e,a,a,b,a,d,e,e,d,Ingeniería Mecatrónica,5
d,a,a,d,d,b,a,c,d,c,e,d,d,d,e,a,d,a,d,c,Ingeniería Civil,5
c,e,c,b,d,e,e,d,c,e,d,b,a,c,a,d,c,d,d,d,Contaduría,5
d,c,b,d,c,d,d,d,d,b,e,d,b,b,d,b,b,b,b,a,Gestión y Dirección,5
c,b,e,c,d,b,d,b,b,e,d,e,d,d,b,c,d,e,d,b,Ingeniería Industrial,5
e,d,a,d,c,e,e,d,d,d,d,d,d,d,d,d,a,a,c,d,Ingeniería Mecánica Eléctrica,5
e,b,c,c,b,c,b,b,e,b,b,e,b,b,e,b,b,b,d,e,Ingeniería Mecánica Eléctrica,4
a,a,c,d,d,c,a,d,b,d,e,c,e,b,b,d,d,d,d,d,Ingeniería de Software,5
e,e,c,b,b,d,b,e,b,c,b,b,b,b,b,b,e,b,b,e,Ingeniería Mecánica Eléctrica,5
e,e,e,c,b,c,c,c,e,c,b,c,b,b,c,b,e,e,d,c,Ingeniería Industrial,5
a,d,a,a,c,a,b,d,a,c,b,a,a,d,a,c,d,b,e,d,Ingeniería de Software,5
c,a,d,d,d,d,e,b,a,d,c,d,d,d,a,a,d,d,d,d,Ingeniería Mecatrónica,5
e,e,b,c,b,c,b,c,e,b,b,c,b,e,c,b,e,d,b,c,Administración,4
d,a,b,d,c,b,d,e,a,d,e,d,e,a,a,b,b,b,b,d,Ingeniería de Software,5
a,d,c,d,a,d,d,d,a,a,a,b,d,a,d,a,a,d,a,d,Ingeniería Civil,4
b,d,b,c,b,c,b,c,c,b,b,c,b,a,b,b,b,d,b,c,Ingeniería Mecatrónica,4
c,e,d,e,b,b,c,b,b,c,b,e,b,b,a,b,c,d,b,e,Gestión y Dirección,5
c,c,e,b,d,d,d,c,d,d,b,e,e,b,d,d,d,e,c,d,Gestión y Dirección,5
b,e,e,e,a,d,d,e,e,b,d,e,d,e,d,a,d,e,d,e,Ingeniería Industrial,5
b,c,d,c,b,b,e,d,d,b,b,d,c,d,d,e,b,a,b,b,Ingeniería Mecánica Eléctrica,5
d,e,c,b,d,b,a,e,c,b,b,d,b,d,b,b,b,a,b,d,Ingeniería Mecánica Eléctrica,5
b,b,c,b,d,d,d,a,d,d,d,d,d,a,d,b,d,d,e,d,Contaduría,5
d,b,e,a,b,a,d,d,d,e,b,a,e,e,d,b,c,b,b,d,Ingeniería Industrial,5
d,b,b,b,b,d,d,e,d,d,d,d,b,d,d,c,d,d,b,d,Ingeniería Mecatrónica,4
c,b,d,e,d,e,a,e,e,c,b,c,e,b,a,b,e,d,d,e,Gestión y Dirección,4
e,e,d,b,e,e,a,e,b,b,c,e,c,d,d,e,e,c,b,c,Ingeniería Industrial,4
b,d,c,a,b,d,a,a,d,d,d,b,d,a,a,e,d,d,d,c,Administración,5
c,b,a,e,b,b,b,c,d,b,c,d,b,c,c,d,b,d,b,e,Ingeniería de Software,4
b,d,d,d,d,e,d,b,b,d,b,e,c,b,b,d,c,d,d,c,Gestión y Dirección,4
d,d,b,b,d,b,e,d,d,d,d,a,c,b,d,b,d,b,b,d,Ingeniería Mecánica Eléctrica,4
d,b,d,d,d,b,e,e,d,d,d,b,d,a,b,c,d,d,c,d,Ingeniería Mecánica Eléctrica,5
b,d,b,d,a,d,a,a,b,d,a,b,a,d,d,d,d,c,a,b,Ingeniería Civil,5
b,c,d,d,d,d,d,d,a,d,d,d,d,c,d,d,a,d,d,a,Gestión y Dirección,5
d,d,d,b,b,b,a,d,d,e,d,e,e,b,d,d,c,c,d,b,Contaduría,4
d,b,c,e,c,c,a,b,d,b,b,e,d,b,b,b,d,e,d,e,Contaduría,5
d,b,b,d,d,b,d,e,d,e,e,d,d,d,d,e,d,a,b,d,Ingeniería Mecánica Eléctrica,5
c,e,d,e,e,e,c,d,c,d,e,a,e,b,b,d,d,d,d,a,Administración,4
b,e,d,b,b,e,c,d,e,c,b,d,e,e,e,d,e,c,d,c,Ingeniería Industrial,5
b,d,d,e,d,d,d,d,b,c,a,e,e,d,d,c,d,e,d,e,Gestión y Dirección,5
d,c,a,b,c,d,b,b,d,d,e,a,b,b,d,e,d,a,d,d,Ingeniería Mecánica Eléctrica,5
c,c,d,b,e,d,b,d,b,b,d,d,c,b,c,e,b,d,e,d,Ingeniería Mecatrónica,5
d,b,a,b,b,c,b,b,d,b,c,d,e,c,e,b,c,a,b,c,Ingeniería Civil,4
a,d,d,b,d,b,d,b,b,b,b,d,e,e,b,b,d,a,b,d,Ingeniería Civil,5
c,b,e,e,c,e,b,c,e,e,b,c,b,d,c,e,e,a,e,c,Contaduría,4
d,d,d,d,c,d,b,a,d,d,d,d,c,d,d,b,a,b,e,d,Contaduría,5
e,b,e,b,c,c,a,b,b,b,e,c,d,b,e,b,e,c,b,e,Administración,5
d,d,c,a,d,d,d,b,d,a,d,b,a,d,d,a,d,c,a,a,Ingeniería Civil,5
e,c,b,d,b,d,d,d,c,e,c,b,e,d,d,e,d,b,d,b,Ingeniería Civil,4
d,a,d,d,d,d,d,d,b,a,d,d,a,d,b,a,d,e,e,b,Gestión y Dirección,5
d,d,a,d,b,d,b,b,a,d,e,a,b,d,d,c,d,b,c,a,Ingeniería Mecatrónica,4
c,d,e,e,d,b,a,b,e,d,d,c,d,d,c,a,d,c,d,d,Administración,5
d,b,e,d,d,b,d,e,d,d,a,e,d,d,b,a,d,b,e,d,Gestión y Dirección,5
d,c,b,b,e,b,d,b,a,e,b,d,b,c,d,c,c,b,b,e,Ingeniería Civil,5
b,b,b,c,c,b,e,e,b,e,b,d,c,e,e,b,e,d,c,d,Administración,5
b,c,b,d,a,d,d,d,d,d,c,d,a,a,a,d,a,b,a,d,Ingeniería Mecatrónica,4
b,a,a,d,b,d,e,d,a,d,d,a,d,a,d,d,a,b,b,d,Ingeniería Mecatrónica,4
b,d,d,a,e,d,d,d,d,e,c,d,d,a,d,c,a,a,b,d,Gestión y Dirección,5
d,a,d,d,a,a,d,b,d,d,a,c,a,d,d,a,d,e,e,b,Contaduría,4
b,d,b,d,d,e,b,d,d,d,e,a,d,a,d,d,d,b,d,d,Ingeniería Mecatrónica,5
d,d,a,b,e,b,e,d,d,d,c,a,b,c,e,d,c,a,b,d,Ingeniería de Software,5
d,d,d,a,a,a,d,a,d,d,a,b,a,c,d,d,d,c,e,a,Ingeniería Industrial,5
a,d,b,d,e,b,c,b,d,d,d,c,e,d,d,d,d,b,a,e,Ingeniería Mecatrónica,5
a,a,b,a,a,d,d,b,a,a,a,b,d,d,d,c,d,a,b,d,Ingeniería Mecánica Eléctrica,4
a,a,a,a,d,a,d,d,a,a,d,a,a,d,d,d,d,b,a,a,Ingeniería de Software,4
a,a,d,a,a,d,d,e,a,d,a,b,d,d,d,a,b,a,d,a,Ingeniería Mecatrónica,5
b,b,c,c,c,d,b,d,a,a,c,a,d,d,b,d,d,a,c,d,Ingeniería Civil,5
c,e,d,e,b,b,c,e,c,c,c,d,d,b,c,b,c,c,d,d,Gestión y Dirección,5
b,b,e,c,c,b,e,b,c,c,d,c,d,c,d,e,d,e,c,e,Gestión y Dirección,5
a,a,b,a,a,a,d,a,a,a,a,a,a,a,d,a,a,b,a,a,Ingeniería Mecánica Eléctrica,4
d,c,d,e,e,b,a,d,d,d,d,d,d,d,d,a,d,e,d,b,Contaduría,4
d,c,d,c,b,c,b,e,e,d,d,d,d,b,b,b,c,d,c,c,Contaduría,5
c,d,d,a,d,d,d,d,b,a,d,e,a,d,d,d,d,c,d,e,Contaduría,4
d,d,b,e,b,b,b,b,b,b,b,d,b,d,c,e,b,a,b,d,Ingeniería de Software,5
b,b,b,d,e,d,e,d,d,d,b,d,e,b,c,c,b,d,e,b,Ingeniería Civil,4
a,c,b,d,e,b,b,b,d,d,b,d,d,a,b,b,d,d,b,b,Ingeniería de Software,4
a,a,a,d,a,a,d,d,d,a,a,d,a,a,d,d,a,d,a,a,Ingeniería Mecánica Eléctrica,5
d,c,b,c,d,e,b,c,b,c,b,b,d,c,b,b,d,b,d,e,Ingeniería Civil,5
d,c,b,d,d,b,a,d,d,b,d,b,d,d,d,e,b,c,d,d,Gestión y Dirección,5
e,e,d,e,b,b,c,b,c,e,d,c,c,d,b,c,c,b,d,d,Gestión y Dirección,5
d,c,d,b,d,b,c,e,d,d,d,e,e,c,a,d,e,c,d,b,Ingeniería Civil,4
a,a,a,a,a,a,d,d,d,a,a,a,d,a,d,a,d,d,a,a,Ingeniería Mecánica Eléctrica,5
e,b,e,c,d,e,a,c,e,e,e,c,d,e,e,d,c,e,c,b,Ingeniería Industrial,4
c,e,e,d,d,d,d,b,c,d,c,c,d,d,d,d,d,d,e,e,Ingeniería Industrial,5
b,c,e,d,d,d,d,d,d,d,c,d,d,d,d,a,b,c,d,d,Ingeniería Mecánica Eléctrica,5
e,e,d,d,b,d,b,b,c,d,e,b,d,e,a,b,b,b,e,d,Contaduría,5
d,a,c,d,a,d,d,a,a,a,a,b,a,d,d,d,d,a,a,e,Ingeniería Mecatrónica,4
a,b,b,d,a,d,c,d,d,d,e,a,d,d,d,d,d,d,e,d,Ingeniería de Software,4
d,d,b,b,b,d,a,d,e,b,d,d,e,b,d,e,b,b,d,c,Ingeniería Civil,4
d,b,d,d,b,e,a,d,a,c,e,e,d,d,b,d,b,d,b,a,Ingeniería Civil,5
b,e,e,e,e,b,d,e,c,e,b,d,d,e,b,b,c,e,d,e,Ingeniería Industrial,5
a,d,a,d,b,d,a,e,d,d,c,b,d,d,b,e,b,d,e,b,Ingeniería Mecatrónica,5
b,b,e,d,d,d,a,d,b,d,e,b,e,d,d,e,d,d,a,b,Ingeniería Civil,5
a,d,e,a,a,a,d,a,a,a,d,a,d,d,d,a,a,b,a,a,Ingeniería Industrial,5
d,d,c,d,c,a,a,a,d,d,d,a,d,a,b,d,a,b,c,d,Ingeniería de Software,4
b,c,e,e,d,d,d,d,b,a,d,c,a,b,d,b,c,e,e,b,Ingeniería Industrial,4
b,a,e,d,a,a,d,d,d,a,a,d,a,a,b,a,b,e,a,a,Gestión y Dirección,5
b,e,d,d,d,d,c,b,c,e,e,b,e,d,a,d,d,c,d,e,Gestión y Dirección,5
d,b,d,b,d,d,c,c,d,e,c,d,b,b,b,e,d,b,d,b,Administración,5
d,c,a,c,b,b,d,b,d,c,e,d,b,b,e,b,b,a,c,e,Ingeniería Mecatrónica,5
a,a,d,a,a,d,d,a,a,a,a,b,a,a,d,a,a,e,a,d,Ingeniería Civil,5
d,a,b,d,c,e,c,e,d,b,b,a,e,d,b,e,a,b,b,a,Ingeniería de Software,4
a,d,b,d,c,d,a,e,d,d,c,a,b,d,d,e,d,b,e,a,Ingeniería Civil,4
d,a,d,a,a,a,d,e,d,a,a,d,d,d,d,d,d,d,a,d,Contaduría,5
d,b,e,e,c,d,e,b,e,b,b,d,d,e,b,e,b,b,d,e,Ingeniería Industrial,4
b,e,d,c,b,c,c,c,d,b,b,b,c,b,e,c,c,b,b,c,Administración,5
d,a,d,a,d,a,d,a,d,d,a,d,a,d,d,c,d,c,a,a,Ingeniería Civil,5
a,a,b,a,d,a,b,a,d,a,a,b,a,d,d,a,d,b,a,d,Ingeniería Mecánica Eléctrica,5
d,d,b,d,d,b,b,a,a,d,d,a,c,a,d,d,a,a,d,a,Ingeniería de Software,5
b,d,a,d,b,c,b,c,c,b,b,a,b,e,b,b,b,b,b,d,Ingeniería de Software,4
c,c,d,b,d,d,c,e,e,e,d,c,d,b,c,d,c,e,b,c,Contaduría,5
a,a,a,a,d,b,c,d,a,d,d,b,e,a,a,d,d,d,c,a,Ingeniería de Software,5
d,d,c,e,d,b,d,d,d,d,d,c,d,a,d,a,e,e,d,e,Administración,5
a,d,e,a,a,e,a,d,d,a,d,a,a,a,d,c,d,a,c,d,Ingeniería Mecánica Eléctrica,4
b,e,d,b,c,d,c,b,e,b,c,d,b,b,b,b,d,d,d,e,Ingeniería Industrial,5
a,a,a,d,d,e,c,d,a,c,c,b,c,d,d,c,a,b,b,d,Ingeniería de Software,5
a,c,b,a,d,b,d,a,a,a,a,b,a,d,d,d,a,b,c,d,Ingeniería Mecánica Eléctrica,5
b,b,d,b,b,c,b,b,d,b,b,d,b,e,a,b,d,d,d,d,Contaduría,4
d,d,d,a,a,d,d,a,d,a,a,b,d,d,d,a,a,d,a,d,Ingeniería Mecatrónica,5
c,e,d,b,b,b,d,c,e,b,d,e,b,b,b,c,b,e,c,b,Gestión y Dirección,4
e,b,d,b,d,e,e,b,e,e,d,c,b,b,b,d,b,d,c,c,Ingeniería Industrial,4
d,a,d,b,a,e,d,d,d,a,d,d,a,c,d,a,b,c,e,a,Contaduría,5
d,d,a,d,d,d,d,a,a,d,a,b,d,d,b,d,a,b,e,d,Ingeniería de Software,4
b,c,e,d,a,d,d,a,b,d,a,d,a,a,d,d,d,d,e,d,Gestión y Dirección,5
e,b,d,d,c,b,a,d,d,c,e,c,d,c,a,c,d,d,d,b,Administración,4
d,d,d,b,d,d,d,d,c,e,d,b,a,b,a,d,d,d,a,d,Gestión y Dirección,5
b,b,b,b,b,b,b,d,c,b,b,c,b,c,b,b,b,d,b,d,Ingeniería Mecánica Eléctrica,5
c,d,d,a,d,b,e,d,d,d,d,d,d,d,b,a,d,d,d,b,Ingeniería Civil,5
a,a,d,d,d,a,d,d,d,a,a,a,a,a,d,d,a,e,a,a,Ingeniería Civil,5
b,d,a,b,b,b,e,e,d,b,e,b,b,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
d,d,b,a,a,e,e,d,b,d,a,e,d,d,d,d,a,b,e,d,Ingeniería Mecatrónica,4
d,b,d,c,c,d,d,c,d,c,b,b,b,c,d,b,d,b,b,d,Contaduría,5
d,a,b,d,a,a,a,d,d,d,c,b,d,a,a,d,d,a,a,d,Ingeniería de Software,5
d,a,a,b,b,b,b,b,d,b,c,a,d,a,e,e,d,b,b,d,Ingeniería de Software,5
d,a,a,a,a,a,a,a,a,d,a,b,d,a,d,d,a,d,a,a,Ingeniería Mecánica Eléctrica,5
b,d,e,d,a,d,d,a,d,a,d,c,a,b,b,a,b,e,e,b,Ingeniería Industrial,5
d,d,e,d,a,d,d,d,a,a,a,d,a,c,d,a,b,c,a,d,Gestión y Dirección,5
a,a,b,a,a,d,e,a,a,d,a,e,a,d,b,a,d,d,a,b,Ingeniería de Software,4
a,a,b,d,a,a,d,a,a,a,a,b,a,a,d,a,a,b,a,a,Ingeniería de Software,5
d,c,b,d,c,e,b,d,d,e,e,a,c,c,b,d,d,b,c,d,Ingeniería Mecatrónica,5
e,c,e,e,c,b,e,c,e,e,e,c,d,e,b,d,c,e,a,e,Ingeniería Industrial,5
d,a,d,d,d,d,c,d,d,e,b,d,d,d,e,e,d,c,c,e,Ingeniería Civil,4
c,c,e,e,b,e,d,b,d,c,d,e,e,b,d,b,c,d,d,c,Ingeniería Industrial,4
d,b,d,e,d,d,d,e,d,a,e,d,a,b,d,a,b,d,e,b,Contaduría,4
d,d,a,b,a,d,a,d,d,c,d,b,d,b,e,a,b,e,a,d,Contaduría,4
e,b,a,c,d,c,b,c,c,c,e,c,d,b,c,e,e,a,b,c,Contaduría,4
a,a,a,a,a,d,d,d,a,d,d,d,a,a,d,a,a,e,a,a,Ingeniería de Software,5
a,a,a,d,d,d,a,b,a,b,d,a,b,a,d,d,d,b,b,a,Ingeniería de Software,4
c,b,d,b,b,b,a,c,e,e,b,c,b,b,b,b,b,d,c,e,Gestión y Dirección,5
d,b,d,d,b,d,c,e,c,d,e,d,d,b,d,c,d,b,c,a,Administración,4
d,b,b,e,d,d,b,d,b,b,e,d,e,e,a,b,b,e,c,b,Ingeniería Mecánica Eléctrica,5
d,a,a,b,e,c,b,b,b,d,d,b,d,d,c,d,b,b,c,d,Ingeniería de Software,4
b,d,e,a,d,d,a,e,b,d,d,b,c,b,d,b,d,d,d,d,Gestión y Dirección,5
a,a,c,a,a,d,a,d,a,a,d,d,a,a,d,a,a,b,d,d,Ingeniería Mecatrónica,5
e,c,d,b,e,b,b,b,c,b,e,d,b,b,e,b,d,c,c,b,Contaduría,5
d,d,c,d,d,d,d,d,d,a,a,d,d,d,a,a,b,d,d,a,Administración,5
d,d,b,d,a,d,d,d,b,a,d,d,a,b,d,d,d,c,a,a,Gestión y Dirección,4
b,b,d,d,d,d,b,d,d,d,a,a,c,d,d,b,d,d,d,d,Administración,5
d,d,b,b,a,d,e,d,b,a,c,c,a,a,a,a,d,a,d,e,Ingeniería Mecatrónica,5
d,b,d,d,d,a,b,a,b,d,e,b,d,c,a,a,d,d,e,d,Ingeniería Civil,4
a,a,b,a,d,a,d,a,a,a,d,a,d,a,d,a,a,b,e,a,Ingeniería Mecatrónica,4
d,a,b,b,e,d,d,d,b,c,b,d,d,d,d,d,b,b,d,a,Administración,5
b,d,e,b,d,e,d,e,d,e,b,c,b,b,a,e,e,e,d,e,Ingeniería Industrial,4
d,b,d,d,b,d,a,b,b,b,e,a,b,e,a,e,d,b,c,e,Ingeniería Civil,5
b,d,d,a,e,e,c,e,b,e,d,d,c,d,b,d,b,a,d,a,Ingeniería Civil,5
e,d,e,e,d,c,a,c,e,d,b,e,e,b,e,c,d,e,e,c,Ingeniería Industrial,5
b,b,e,d,b,d,d,d,b,d,d,d,c,d,d,b,c,c,d,d,Ingeniería Industrial,5
c,a,c,d,a,d,d,a,b,a,d,e,a,a,e,a,d,d,e,d,Ingeniería Civil,4
d,d,b,d,d,b,e,b,d,d,d,b,d,d,e,c,b,d,d,b,Ingeniería Mecatrónica,4
d,d,c,a,a,a,a,e,d,d,d,d,d,c,b,d,c,d,d,a,Administración,5
e,e,e,c,b,c,d,b,e,d,e,c,b,e,a,e,e,e,b,c,Ingeniería Industrial,5
a,a,a,a,a,a,d,a,a,a,d,d,a,a,d,a,a,a,c,a,Ingeniería Mecatrónica,4
b,b,c,b,d,d,b,a,a,a,e,a,d,c,d,b,b,a,c,b,Ingeniería Mecánica Eléctrica,5
c,d,c,e,e,b,d,c,b,d,d,c,c,b,b,c,b,e,a,c,Gestión y Dirección,4
d,a,c,a,a,a,d,a,a,a,a,a,a,a,d,d,a,b,c,d,Ingeniería Mecánica Eléctrica,5
d,a,d,d,a,d,d,e,d,d,d,d,a,a,b,a,c,d,d,a,Ingeniería Civil,5
a,a,a,a,a,a,d,e,a,d,a,b,a,a,d,a,a,a,a,a,Ingeniería de Software,4
d,a,a,a,a,d,d,d,d,a,d,a,d,d,d,a,d,b,d,a,Ingeniería de Software,5
d,a,d,a,d,a,a,d,b,d,a,b,a,d,d,a,d,e,a,a,Contaduría,5
c,c,a,d,d,b,e,e,b,d,e,d,e,b,c,d,b,c,a,d,Administración,4
a,a,a,a,a,a,d,a,a,d,d,a,d,a,d,a,a,b,a,a,Ingeniería de Software,4
b,b,e,b,d,d,d,d,c,d,e,d,d,c,d,d,e,d,d,d,Ingeniería Industrial,5
a,d,b,d,a,d,c,d,a,d,e,c,e,a,a,a,a,c,d,e,Ingeniería de Software,5
e,b,e,d,b,b,e,d,e,b,b,c,b,e,e,c,e,e,d,e,Ingeniería Industrial,5
d,c,b,d,a,a,a,d,d,d,d,d,c,b,d,d,b,a,d,d,Contaduría,4
a,d,b,d,c,d,e,d,b,c,c,b,e,c,d,d,d,b,b,d,Ingeniería Mecánica Eléctrica,5
